fullname,price,new_price,year,sellertype,kmdriven,ownertype,fueltype,transmissiontype,mileage,enginecc,maxpowerbhp,seats,pricelakh,price_old
Maruti Ertiga BSIV VXI,695000,null,2016,Dealer,37000,First Owner,Petrol,Manual,17.5,1373,91.1,7,Medium Range,6.95
Audi Q5 2.0 TDI,1350000,null,2011,Dealer,53343,First Owner,Diesel,Automatic,12.8,1968,167.6,5,Higher Range,13.5
Mercedes-Benz E-Class E250 CDI Blue Efficiency,1125000,76.73-95.61,2011,Dealer,57000,First Owner,Diesel,Automatic,14.21,2143,203,5,Higher Range,11.25
Mahindra E Verito D2,945000,10.75-11.11,2020,Dealer,2746,First Owner,Electric,Automatic,null,72,41.57,5,Higher Range,9.45
Hyundai i20 1.2 Sportz,310000,7.90-13.23,2012,Individual,90000,First Owner,Petrol,Manual,17,1197,80,5,Lower Range,3.1
Ford Figo 1.2P Titanium MT,355000,6.77-8.44,2015,Dealer,20319,First Owner,Petrol,Manual,18.16,1196,86.8,5,Lower Range,3.55
Renault Duster 110PS Diesel RxL,541000,null,2014,Dealer,76000,First Owner,Diesel,Manual,19.64,1461,108.45,5,Medium Range,5.41
Toyota Innova 2.5 VX 8 STR BSIV,850000,null,2012,Dealer,174000,First Owner,Diesel,Manual,12.8,2494,102,8,Higher Range,8.5
Hyundai EON D Lite,265000,null,2015,Dealer,48000,First Owner,Petrol,Manual,21.1,814,55.2,5,Lower Range,2.65
Jaguar XF 2.2 Litre Executive,2400000,null,2015,Dealer,28000,First Owner,Diesel,Automatic,16.36,2179,187.7,5,Higher Range,24
Volkswagen Ameo 1.5 TDI Highline,725000,null,2016,Dealer,67863,First Owner,Diesel,Manual,21.66,1498,108.62,5,Medium Range,7.25
Maruti Swift VDI BSIV,310000,null,2010,Individual,100000,First Owner,Diesel,Manual,17.8,1248,null,5,Lower Range,3.1
Audi A6 2.0 TDI,1000000,null,2011,Dealer,110000,First Owner,Diesel,Automatic,17.68,1968,174.33,5,Higher Range,10
Maruti Swift Dzire VXI,325000,null,2010,Dealer,80000,First Owner,Petrol,Manual,20.85,1197,83.14,5,Lower Range,3.25
Hyundai i20 2015-2017 Asta Option 1.2,540000,7.90-13.23,2016,Individual,50000,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,5.4
Hyundai Creta 1.6 VTVT AT SX Plus,1175000,11.58-20.53,2017,Dealer,45000,First Owner,Petrol,Automatic,13,1591,121.3,5,Higher Range,11.75
Maruti Wagon R VXI,350000,5.40-7.19,2016,Individual,60000,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,3.5
Hyundai i20 1.2 Asta Option with Sunroof,300000,null,2010,Dealer,77000,First Owner,Petrol,Manual,17,1197,80,5,Lower Range,3
Hyundai i20 Magna Optional 1.2,325000,7.91-13.24,2013,Individual,33000,First Owner,Petrol,Manual,18.5,1197,82.9,5,Lower Range,3.25
Mahindra XUV500 W4 1.99 mHawk,925000,16.61-23.39,2015,Individual,57000,First Owner,Diesel,Manual,16,1997,140,7,Higher Range,9.25
Skoda Superb Elegance 2.0 TDI CR AT,1245000,null,2015,Dealer,59000,First Owner,Diesel,Automatic,17.2,1968,138.03,5,Higher Range,12.45
Tata Safari Storme EX,600000,null,2013,Individual,120000,First Owner,Diesel,Manual,14,2179,138.1,7,Medium Range,6
Hyundai i10 Era,150000,null,2009,Individual,120000,First Owner,Petrol,Manual,19.81,1086,68.05,5,Lower Range,1.5
Maruti Ciaz VXi Plus,555000,9.95-13.51,2014,Dealer,43612,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,5.55
BMW 3 Series 320d Luxury Line,1950000,51.47-58.05,2015,Dealer,37000,First Owner,Diesel,Automatic,22.69,1995,190,5,Higher Range,19.5
Hyundai i20 Diesel Asta Option,840000,9.68-12.84,2018,Dealer,49000,First Owner,Diesel,Manual,22.54,1396,88.73,5,Higher Range,8.4
Maruti Ertiga VXI CNG,775000,10.22,2016,Dealer,43000,First Owner,CNG,Manual,17.5,1373,80.46,7,Medium Range,7.75
Honda City 1.5 S MT,275000,null,2014,Dealer,63000,First Owner,Petrol,Manual,17,1497,118,5,Lower Range,2.75
Maruti Ertiga CNG VXI,825000,null,2018,Dealer,78000,First Owner,CNG,Manual,26.08,1462,91.19,7,Medium Range,8.25
Hyundai Santro Xing XL eRLX Euro II,125000,null,2007,Dealer,85000,First Owner,Petrol,Manual,17,1086,null,5,Lower Range,1.25
Mitsubishi Outlander 2.4,425000,null,2009,Dealer,58000,First Owner,Petrol,Automatic,11.3,2360,170,5,Medium Range,4.25
Honda City i VTEC VX Option BL,950000,12.90-16.99,2017,Dealer,19900,First Owner,Petrol,Manual,17.8,1497,117.3,5,Higher Range,9.5
Hyundai EON Era Plus,220000,null,2015,Individual,40000,First Owner,Petrol,Manual,21.1,814,55.2,5,Lower Range,2.2
Maruti Baleno Delta 1.2,570000,7.05-10.73,2015,Dealer,47000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,5.7
Maruti Wagon R LXI CNG,275000,6.21-6.29,2011,Dealer,75000,First Owner,CNG,Manual,26.6,998,58.16,5,Lower Range,2.75
Tata Tiago 1.2 Revotron XT,450000,null,2017,Individual,30000,First Owner,Petrol,Manual,23.84,1199,84,5,Medium Range,4.5
Honda City 2017-2020 GXi,190000,null,2008,Dealer,75000,First Owner,Petrol,Manual,17.7,1497,78,5,Lower Range,1.9
Toyota Camry 2.5 G,1471000,null,2016,Dealer,65300,First Owner,Petrol,Automatic,12.98,2494,178.4,5,Higher Range,14.71
Tata Tiago 1.2 Revotron XT,490000,5.67-7.95,2019,Individual,35000,First Owner,Petrol,Manual,23.84,1199,84,5,Medium Range,4.9
Mercedes-Benz CLA 200 CDI Style,700000,null,2010,Dealer,82000,First Owner,Diesel,Automatic,17.9,2143,134.1,5,Medium Range,7
Ford Figo 1.5D Titanium MT,400000,9.13-9.66,2016,Individual,145000,First Owner,Diesel,Manual,25.83,1498,99,5,Lower Range,4
Honda City i VTEC E,510000,12.90-16.99,2015,Dealer,30000,First Owner,Petrol,Manual,17.8,1497,117.3,5,Medium Range,5.1
Maruti Alto K10 LXI,250000,null,2014,Individual,45000,First Owner,Petrol,Manual,23.95,998,67.05,5,Lower Range,2.5
Volkswagen Polo 1.0 TSI Highline Plus,655000,6.96-11.44,2018,Dealer,14000,First Owner,Petrol,Manual,18.24,999,108.62,5,Medium Range,6.55
Maruti Zen Estilo 1.1 VXI BSIII,155000,null,2007,Dealer,30877,First Owner,Petrol,Manual,18.2,1061,64,5,Lower Range,1.55
Renault KWID RXT,350000,4.12-6.65,2017,Individual,15000,First Owner,Petrol,Manual,25.17,799,53.3,5,Lower Range,3.5
Mahindra Xylo E8,295000,null,2009,Dealer,53100,First Owner,Diesel,Manual,14,2498,112,8,Lower Range,2.95
Maruti A Star AT VXI,200000,null,2012,Individual,30000,First Owner,Petrol,Automatic,16.98,998,66.1,5,Lower Range,2
Mahindra Ssangyong Rexton RX5,575000,null,2013,Dealer,120000,First Owner,Diesel,Manual,12.83,2696,162,7,Medium Range,5.75
Renault KWID 1.0 RXT Optional,315000,null,2017,Individual,16000,First Owner,Petrol,Manual,23.01,999,67,5,Lower Range,3.15
Hyundai Grand i10 CRDi Asta Option,500000,null,2015,Dealer,20000,First Owner,Diesel,Manual,24,1120,70,5,Medium Range,5
Maruti A Star AT VXI,200000,null,2011,Dealer,69717,First Owner,Petrol,Automatic,16.98,998,66.1,5,Lower Range,2
Maruti Swift Dzire VDI,545000,null,2014,Dealer,64000,First Owner,Diesel,Manual,23.4,1248,74,5,Medium Range,5.45
Maruti Ertiga VDI,625000,null,2012,Dealer,67000,First Owner,Diesel,Manual,20.77,1248,88.76,7,Medium Range,6.25
Honda Jazz 1.2 VX i VTEC,500000,8.44-10.85,2016,Individual,10000,First Owner,Petrol,Manual,18.7,1199,88.7,5,Medium Range,5
Honda City i DTec E,540000,14.88-17.52,2014,Dealer,70000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,5.4
Hyundai i20 Sportz 1.2,650000,7.90-13.23,2016,Dealer,50507,First Owner,Petrol,Manual,18.6,1197,81.83,5,Medium Range,6.5
Audi A6 35 TDI,2600000,null,2017,Dealer,27000,First Owner,Diesel,Automatic,18.53,1968,187.74,5,Higher Range,26
Honda City i DTEC SV,625000,15.02-17.80,2014,Dealer,73000,First Owner,Diesel,Manual,26,1498,98.6,5,Medium Range,6.25
Chevrolet Beat LS,240000,null,2013,Dealer,23245,First Owner,Petrol,Manual,18.6,1199,79.4,5,Lower Range,2.4
Maruti Alto LXi,125000,null,2009,Individual,60000,First Owner,Petrol,Manual,19.7,796,46.3,5,Lower Range,1.25
Maruti Wagon R VXI,335000,5.51-7.33,2013,Dealer,83000,First Owner,Petrol,Manual,18.9,998,67.1,5,Lower Range,3.35
Maruti Wagon R VXI,350000,5.40-7.20,2015,Individual,40000,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,3.5
Hyundai Grand i10 1.2 Kappa Asta,500000,7.06-7.42,2017,Dealer,32212,First Owner,Petrol,Manual,18.9,1197,81.86,5,Medium Range,5
Hyundai Creta 1.6 SX Automatic Diesel,1350000,12.33-20.82,2018,Dealer,24000,First Owner,Diesel,Automatic,17.6,1582,126.2,5,Higher Range,13.5
Maruti Swift VXI,325000,6.40-9.30,2011,Dealer,70000,First Owner,Petrol,Manual,18.6,1197,85.8,5,Lower Range,3.25
Maruti Swift Dzire Tour 2012-2018 LDI,590000,null,2017,Dealer,124000,First Owner,Diesel,Manual,23.4,1248,74,5,Medium Range,5.9
Hyundai i20 1.2 Sportz,385000,7.91-13.24,2012,Dealer,36000,First Owner,Petrol,Manual,17,1197,80,5,Lower Range,3.85
Maruti Alto 800 LXI,320000,null,2017,Dealer,34153,First Owner,Petrol,Manual,24.7,796,47.3,5,Lower Range,3.2
Nissan Terrano XL 110 PS,675000,null,2015,Dealer,39418,First Owner,Diesel,Manual,19.01,1461,108.5,5,Medium Range,6.75
Mahindra KUV 100 mFALCON G80 K8,390000,6.79-8.64,2017,Individual,50000,First Owner,Petrol,Manual,18.15,1198,82,6,Lower Range,3.9
Volkswagen Polo 2015-2019 GT TSI,665000,7.23-11.75,2016,Dealer,45000,First Owner,Petrol,Automatic,17.21,1197,103.5,5,Medium Range,6.65
Maruti Wagon R LXI BS IV,235000,5.40-7.20,2011,Dealer,48000,First Owner,Petrol,Manual,18.9,998,67.1,5,Lower Range,2.35
Mercedes-Benz E-Class E250 CDI Launch Edition,2025000,76.73-95.61,2014,Dealer,70001,First Owner,Diesel,Automatic,13,2143,204,5,Higher Range,20.25
Honda Accord V6 AT,400000,null,2007,Individual,120000,First Owner,Petrol,Automatic,9,2997,218,5,Lower Range,4
Tata Tigor 1.2 Revotron XT,550000,6.24-8.63,2018,Individual,60000,First Owner,Petrol,Manual,20.3,1199,84,5,Medium Range,5.5
Maruti Swift VXI,450000,6.41-9.31,2015,Dealer,78000,First Owner,Petrol,Manual,18.6,1197,85.8,5,Medium Range,4.5
Toyota Camry A/T,400000,47.5,2008,Dealer,138000,First Owner,Petrol,Automatic,12.1,2362,164.7,5,Lower Range,4
Honda CR-V 2.0L 2WD AT,1350000,33.44-35.09,2016,Dealer,84000,First Owner,Petrol,Automatic,13.1,1997,141.1,5,Higher Range,13.5
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,1800000,20.73-30.10,2018,Dealer,27000,First Owner,Diesel,Automatic,11.36,2755,171.5,8,Higher Range,18
Hyundai Verna 1.6 SX CRDi (O),625000,12.62-17.79,2013,Dealer,51000,First Owner,Diesel,Manual,22.32,1582,126.32,5,Medium Range,6.25
Maruti Ertiga VXI CNG,650000,null,2014,Dealer,62000,First Owner,CNG,Manual,22.8,1373,80.9,7,Medium Range,6.5
Hyundai i20 Sportz 1.4 CRDi,430000,9.42-12.62,2014,Dealer,62000,First Owner,Diesel,Manual,21.9,1396,88.76,5,Medium Range,4.3
Toyota Corolla Altis 1.8 G,465000,null,2011,Dealer,64745,First Owner,Petrol,Manual,14.28,1798,138.03,5,Medium Range,4.65
Maruti Zen Estilo LXI BSIII,145000,null,2007,Dealer,46000,First Owner,Petrol,Manual,18.2,998,67.1,5,Lower Range,1.45
Honda City 1.5 V MT,235000,12.90-16.99,2009,Individual,120000,First Owner,Petrol,Manual,17,1497,118,5,Lower Range,2.35
Tata Zest Quadrajet 1.3 75PS XE,465000,null,2015,Dealer,53001,First Owner,Diesel,Manual,22.95,1248,74,5,Medium Range,4.65
Toyota Innova 2.5 GX (Diesel) 7 Seater,461000,null,2008,Dealer,165999,First Owner,Diesel,Manual,12.99,2494,100,7,Medium Range,4.61
Hyundai i20 1.2 Era,330000,7.91-13.24,2012,Dealer,24600,First Owner,Petrol,Manual,17,1197,80,5,Lower Range,3.3
Honda New Accord 2008-2011 2.4 MT,385000,null,2010,Dealer,84000,First Owner,Petrol,Manual,12.8,2354,177.6,5,Lower Range,3.85
Maruti Baleno Alpha Automatic,825000,7.05-10.73,2018,Dealer,17947,First Owner,Petrol,Automatic,21.4,1197,83.1,5,Medium Range,8.25
Hyundai Xcent 2016-2017 VTVT Plus ABS,425000,null,2016,Individual,20000,First Owner,Petrol,Manual,19.1,1197,82,5,Medium Range,4.25
Ford Fiesta 1.6 ZXi ABS,151000,null,2009,Dealer,65000,First Owner,Petrol,Manual,15.3,1596,101,5,Lower Range,1.51
Tata Nano XTA,235000,null,2016,Dealer,17000,First Owner,Petrol,Automatic,21.9,624,37.48,4,Lower Range,2.35
Skoda Fabia 1.2 TDI Active,269000,null,2013,Dealer,70705,First Owner,Diesel,Manual,20.86,1199,73.9,5,Lower Range,2.69
Maruti Swift Dzire VXI AT Optional,630000,null,2018,Dealer,29000,First Owner,Petrol,Automatic,18.5,1197,83.14,5,Medium Range,6.3
Hyundai Xcent 1.1 CRDi Base,345000,null,2016,Individual,90000,First Owner,Diesel,Manual,24.4,1120,71,5,Lower Range,3.45
Honda Mobilio RS i DTEC,520000,null,2014,Individual,100000,First Owner,Diesel,Manual,24.5,1498,98.6,7,Medium Range,5.2
Maruti Wagon R Stingray VXI,260000,null,2013,Individual,60000,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,2.6
Mercedes-Benz C-Class C 220 CDI Avantgarde,1185000,52.16-65.17,2013,Dealer,71000,First Owner,Diesel,Automatic,19.27,2143,170,5,Higher Range,11.85
Hyundai Creta 1.6 CRDi AT SX Plus,1059000,12.33-20.82,2015,Dealer,67000,First Owner,Diesel,Automatic,17.01,1582,126.2,5,Higher Range,10.59
Fiat Punto 1.2 Dynamic,299000,null,2015,Dealer,50000,First Owner,Petrol,Manual,15.7,null,null,null,Lower Range,2.99
Maruti SX4 S Cross DDiS 200 Zeta,725000,null,2016,Dealer,40356,First Owner,Diesel,Manual,23.65,1248,88.5,5,Medium Range,7.25
Maruti Wagon R LXI,300000,5.40-7.20,2013,Dealer,62500,First Owner,Petrol,Manual,21.79,998,67.05,5,Lower Range,3
Honda New Accord 2008-2011 2.4 Elegance A/T,375000,null,2008,Dealer,45000,First Owner,Petrol,Automatic,10.2,2354,180,5,Lower Range,3.75
Volkswagen Beetle 1.4 TSI,1549000,null,2010,Dealer,18000,First Owner,Petrol,Automatic,17.68,1395,148,4,Higher Range,15.49
Hyundai Santro Magna AMT BSIV,550000,5.69-7.63,2019,Individual,4700,First Owner,Petrol,Automatic,20.3,1086,68,5,Medium Range,5.5
Maruti Swift Dzire AMT VDI,725000,null,2018,Dealer,27000,First Owner,Diesel,Automatic,28.4,1248,74.02,5,Medium Range,7.25
Mercedes-Benz GLA Class 200 d Sport,1851000,null,2015,Dealer,55000,First Owner,Diesel,Automatic,17.9,2143,136,5,Higher Range,18.51
Ford Figo Petrol Titanium,269000,6.57-8.23,2012,Dealer,46573,First Owner,Petrol,Manual,15.6,1196,70,5,Lower Range,2.69
Maruti Ertiga BSIV VXI AT,765000,8.93-12.30,2016,Dealer,68500,First Owner,Petrol,Automatic,17.03,1373,91.1,7,Medium Range,7.65
Honda Brio S MT,249000,null,2012,Individual,72000,First Owner,Petrol,Manual,19.4,1198,86.8,5,Lower Range,2.49
BMW 5 Series 520d Sedan,1365000,76.04-85.24,2012,Dealer,68000,First Owner,Diesel,Automatic,18.48,null,null,5,Higher Range,13.65
Maruti Swift Dzire VDi,485000,null,2012,Dealer,70000,First Owner,Diesel,Manual,19.3,1248,73.9,5,Medium Range,4.85
Tata Tigor 1.05 Revotorq XZ,675000,null,2017,Dealer,24900,First Owner,Diesel,Manual,24.7,1047,69,5,Medium Range,6.75
Tata Indica DLS BSIII,325000,null,2016,Individual,20000,First Owner,Diesel,Manual,17.88,1405,48.21,5,Lower Range,3.25
Hyundai Grand i10 Asta Option,510000,7.06-7.42,2016,Dealer,20000,First Owner,Petrol,Manual,18.9,1197,82,5,Medium Range,5.1
Honda City 2017-2020 GXi,350000,12.69-16.86,2007,Individual,70000,First Owner,Petrol,Manual,17.7,1497,78,5,Lower Range,3.5
Maruti Swift VDI,448000,null,2013,Dealer,79000,First Owner,Diesel,Manual,28.4,1248,74,5,Medium Range,4.48
Tata Tiago 1.2 Revotron XZ,490000,5.67-7.95,2017,Individual,20000,First Owner,Petrol,Manual,23.84,1199,84,5,Medium Range,4.9
Maruti Alto 800 LXI,255000,3.54-4.72,2017,Individual,90000,First Owner,Petrol,Manual,24.7,796,47.3,5,Lower Range,2.55
Maruti Swift VXI,575000,6.41-9.31,2017,Dealer,36000,First Owner,Petrol,Manual,21.21,1197,81.8,5,Medium Range,5.75
Mahindra XUV500 W4,800000,15.67-23.07,2014,Individual,72125,First Owner,Diesel,Manual,15.1,2179,140,7,Medium Range,8
Mahindra Bolero Power Plus ZLX,700000,null,2016,Individual,80000,First Owner,Diesel,Manual,16.5,1493,70,7,Medium Range,7
Mercedes-Benz E-Class 200 Kompressor Elegance,499000,74.17-1.72 ,2007,Dealer,85250,First Owner,Petrol,Automatic,10.5,1796,157.7,5,Medium Range,4.99
Tata Zest Quadrajet 1.3 XM,425000,null,2014,Dealer,46400,First Owner,Diesel,Manual,23,1248,88.7,5,Medium Range,4.25
Maruti Wagon R LXI,311000,5.39-7.17,2013,Dealer,55149,First Owner,Petrol,Manual,20.51,998,67.04,5,Lower Range,3.11
Maruti SX4 ZDI,335000,null,2011,Dealer,76000,First Owner,Diesel,Manual,21.5,1248,88.8,5,Lower Range,3.35
Volkswagen Polo GT TSI,760000,7.23-11.75,2018,Dealer,22000,First Owner,Petrol,Automatic,17.21,1197,103.6,5,Medium Range,7.6
Skoda Octavia Elegance 1.8 TSI AT,990000,45.34,2015,Individual,110000,First Owner,Petrol,Automatic,14.7,1798,177.5,5,Higher Range,9.9
Maruti Zen LXI,100000,null,2001,Individual,110000,First Owner,Petrol,Manual,17.3,993,60,5,Lower Range,1
Toyota Innova 2.5 G4 Diesel 7-seater,665000,null,2011,Dealer,68900,First Owner,Diesel,Manual,12.8,2494,102,7,Medium Range,6.65
Maruti Ciaz VXi,655000,null,2017,Dealer,27400,First Owner,Petrol,Manual,20.73,1373,91.1,5,Medium Range,6.55
Mercedes-Benz C-Class C 250 CDI Elegance,950000,52.12-65.11,2010,Dealer,67900,First Owner,Diesel,Automatic,14.94,2143,204,5,Higher Range,9.5
Mercedes-Benz S-Class S 500,11000000,1.69,2016,Dealer,41000,First Owner,Petrol,Automatic,7.81,5461,362.9,5,Expensive,110
Maruti Swift Dzire VXi,600000,6.92-10.32,2016,Individual,30000,First Owner,Petrol,Manual,17.5,1298,85.8,5,Medium Range,6
Mercedes-Benz M-Class ML 350 CDI,3400000,null,2015,Dealer,42900,First Owner,Diesel,Automatic,11.74,2987,254.8,5,Higher Range,34
Maruti Swift VDI BSIV W ABS,525000,null,2015,Individual,120000,First Owner,Diesel,Manual,17.8,1248,null,5,Medium Range,5.25
Honda City i VTEC VX Option,725000,null,2016,Dealer,57000,First Owner,Petrol,Manual,17.4,1497,117.3,5,Medium Range,7.25
Maruti Swift Dzire VXI 1.2 BS IV,550000,null,2018,Individual,70000,First Owner,Petrol,Manual,22,1197,81.8,5,Medium Range,5.5
Maruti Celerio Green VXI Optional,450000,null,2017,Individual,66000,First Owner,CNG,Manual,31.79,998,58.2,5,Medium Range,4.5
Honda Amaze VX i-Vtech,499000,7.35-10.35,2015,Trustmark Dealer,65445,First Owner,Petrol,Manual,18,1198,86.7,5,Medium Range,4.99
Tata Tiago Wizz 1.05 Revotorq,495000,null,2018,Dealer,42000,First Owner,Diesel,Manual,27.28,1047,69,5,Medium Range,4.95
Honda Amaze S i-Vtech,393000,7.27-10.25,2013,Dealer,31497,First Owner,Petrol,Manual,18,1198,86.7,5,Lower Range,3.93
Maruti Baleno Zeta,665000,7.05-10.73,2018,Dealer,26600,First Owner,Petrol,Manual,21.01,1197,81.8,5,Medium Range,6.65
Maruti Swift 1.3 VXi,220000,6.51-9.43,2008,Individual,42000,First Owner,Petrol,Manual,16.1,null,null,null,Lower Range,2.2
Hyundai i20 Sportz Plus BSIV,710000,7.91-13.24,2019,Individual,5000,First Owner,Petrol,Manual,18.6,1197,81.86,5,Medium Range,7.1
Ford Endeavour 3.2 Titanium AT 4X4,2850000,36.15-42.68,2017,Dealer,40000,First Owner,Diesel,Automatic,10.91,3198,197,7,Higher Range,28.5
Nissan Terrano XL Plus 85 PS,575000,null,2014,Dealer,63100,First Owner,Diesel,Manual,20.45,1461,83.8,5,Medium Range,5.75
Renault KWID 1.0 RXT,385000,4.00-6.54,2018,Dealer,10000,First Owner,Petrol,Manual,23.01,999,67,5,Lower Range,3.85
Hyundai i20 1.4 CRDi Magna,425000,9.68-12.84,2013,Dealer,62000,First Owner,Diesel,Manual,21.9,1396,90,5,Medium Range,4.25
Toyota Corolla Altis VL AT,950000,null,2014,Dealer,52000,First Owner,Petrol,Automatic,14.28,1798,138.03,5,Higher Range,9.5
Hyundai Grand i10 Sportz,438000,7.06-7.42,2016,Dealer,42845,First Owner,Petrol,Manual,18.9,1197,82,5,Medium Range,4.38
Maruti Swift Dzire Tour 1.2 S STD CNG,450000,7.16-7.20,2018,Individual,115000,First Owner,CNG,Manual,26.55,1197,81.8,5,Medium Range,4.5
Maruti Vitara Brezza ZDi AMT,1055000,null,2019,Dealer,29000,First Owner,Diesel,Automatic,24.3,1248,88.5,5,Higher Range,10.55
Chevrolet Sail Hatchback LS ABS,315000,null,2012,Dealer,67833,First Owner,Diesel,Manual,22.1,1248,76.9,5,Lower Range,3.15
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,670000,null,2010,Dealer,191876,First Owner,Diesel,Manual,12.8,2494,102,8,Medium Range,6.7
Maruti Swift VDI BSIV,500000,null,2015,Individual,110000,First Owner,Diesel,Manual,25.2,1248,74,5,Medium Range,5
Maruti Alto LXi,140000,null,2011,Dealer,69000,First Owner,Petrol,Manual,19.7,796,46.3,5,Lower Range,1.4
Hyundai i10 Magna 1.2 iTech SE,240000,null,2011,Individual,24600,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,2.4
Maruti Baleno Delta 1.2,625000,7.05-10.73,2017,Dealer,34428,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,6.25
Maruti Baleno Alpha 1.2,620000,7.05-10.73,2016,Dealer,49551,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,6.2
Chevrolet Sail 1.2 Base,275000,null,2015,Individual,26000,First Owner,Petrol,Manual,18.2,1199,82.4,5,Lower Range,2.75
Hyundai i10 Sportz,255000,null,2009,Dealer,57800,First Owner,Petrol,Manual,20.36,1197,78.9,5,Lower Range,2.55
Honda City i-VTEC CVT V,850000,12.90-16.99,2017,Dealer,44897,First Owner,Petrol,Automatic,18,1497,117.6,5,Higher Range,8.5
Maruti Swift Dzire ZDI Plus,800000,null,2018,Individual,35000,First Owner,Diesel,Manual,28.4,1248,74.02,5,Medium Range,8
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,1755000,null,2017,Dealer,55000,First Owner,Diesel,Automatic,11.36,2755,171.5,8,Higher Range,17.55
BMW 6 Series 640d Gran Coupe,3499000,null,2013,Dealer,34000,First Owner,Diesel,Automatic,9.52,2993,313,4,Higher Range,34.99
Tata Tiago 2019-2020 XZ Diesel,550000,null,2019,Individual,35000,First Owner,Diesel,Manual,27.28,1047,69,5,Medium Range,5.5
Tata Indica Vista Aura 1.2 Safire,185000,null,2009,Individual,25000,First Owner,Petrol,Manual,15.8,1172,65,5,Lower Range,1.85
Maruti Ertiga ZDI,665000,null,2013,Dealer,73000,First Owner,Diesel,Manual,25.47,1248,88.5,7,Medium Range,6.65
Mahindra Scorpio SLE BSIII,460000,15.17-19.68,2011,Individual,105000,First Owner,Diesel,Manual,12.05,2179,120,8,Medium Range,4.6
Hyundai Elantra 1.6 SX Option AT,1500000,22.44-25.31,2017,Dealer,55000,First Owner,Diesel,Automatic,18.23,1582,126.2,5,Higher Range,15
Maruti Baleno Alpha 1.2,700000,7.05-10.73,2017,Individual,43000,First Owner,Petrol,Manual,21.4,1197,83.1,5,Medium Range,7
Jaguar XF 2.2 Litre Luxury,2545000,null,2015,Dealer,34600,First Owner,Diesel,Automatic,16.36,2179,187.7,5,Higher Range,25.45
Maruti Swift ZDI Plus,790000,null,2018,Individual,20000,First Owner,Diesel,Manual,28.4,1248,74,5,Medium Range,7.9
Volkswagen Vento Diesel Highline,280000,null,2012,Individual,70000,First Owner,Diesel,Manual,20.54,1598,103.6,5,Lower Range,2.8
Renault Fluence E4 D,800000,null,2014,Individual,80000,First Owner,Diesel,Manual,20.4,1461,108.45,5,Medium Range,8
Maruti Wagon R LXI CNG,375000,6.10-6.18,2016,Dealer,51000,First Owner,CNG,Manual,26.6,998,58.16,5,Lower Range,3.75
